"company_id","company_name","fy_end_date","fy_year","acct_year","status","country","city","consolidation_code","nace_code","icb_code","sic_code","total_assets_eur","total_liabilities_eur","total_equity_eur","total_revenue_eur","net_sales_eur","gross_sales_eur","net_income_eur","ebit_margin_pct","ebitda_margin_pct","roa_pct","roe_pct","net_assets_turnover","stock_turnover","solvency_pct","gearing_pct","current_ratio","liquidity_ratio","shareholders_liq_pct","interest_cover","nace_num2","industry_nace","icb_bucket","industry_icb","industry_group"
"BIJOU BRIGITTE MODISCHE ACCESSORIES AGDE2150003378IU","BIJOU BRIGITTE MODISCHE ACCESSORIES AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U2",3622,3763,391,136227,68547,67680,145482,144049,144049,0,-7.66,-4.07,-6.53,-11.38,2.03,3.51,49.68,5.71,1.66,1.02,17.52,-62.94,36,"Manufacturing","3000","Consumer Goods","Manufacturing"
"AURUBIS AGDE2150006872IC","AURUBIS AG",2019-09-30,2019,2020,"Active","Germany","Hamburg","C2",1320,1755,102,4531934,1938633,2593301,10824351,10763299,10763299,261195,2.53,3.69,5.74,7.35,3.31,6.26,57.22,31.98,2.47,1.1,3.82,15.29,13,"Manufacturing","1000","Basic Materials","Manufacturing"
"AURUBIS AGDE2150006872IC","AURUBIS AG",2020-09-30,2020,2020,"Active","Germany","Hamburg","C2",1320,1755,102,5533503,2682525,2850978,12459559,12428542,12428542,367323,3.01,4.74,6.64,9.3,3.07,5.06,51.52,43.02,2.44,0.76,2.35,17.48,13,"Manufacturing","1000","Basic Materials","Manufacturing"
"HAMBURGER HAFEN UND LOGISTIK AGDE2150024313IC","HAMBURGER HAFEN UND LOGISTIK AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C1",6322,2777,449,2610019,2031157,578862,1417645,1382625,1382625,221237,15.12,26.51,7.13,17.84,0.61,56.16,22.18,306.22,1.73,1.64,0.33,5.15,63,"Information & Communication","2000","Industrials","Information & Communication"
"HAMBURGER HAFEN UND LOGISTIK AGDE2150024313IC","HAMBURGER HAFEN UND LOGISTIK AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C1",6322,2777,449,2591123,2024120,567003,1346668,1299831,1299831,123565,9.39,21.7,3.82,7.51,0.59,52.7,21.88,308.16,1.47,1.39,0.33,3.83,63,"Information & Communication","2000","Industrials","Information & Communication"
"PINGUIN HAUSTECHNIK AGDE2150026042IC","PINGUIN HAUSTECHNIK AG",2019-12-31,2019,2020,"Active at the time of delisting","Germany","Hamburg","C1",2971,2797,363,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"Manufacturing","2000","Industrials","Manufacturing"
"ADM HAMBURG AGDE2150039811IC","ADM HAMBURG AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",1541,3577,207,184999,131627,53372,292990,292081,292081,6933,4.38,8.07,3.88,-4.25,3.93,9.18,28.85,39.72,0.56,0.27,2.52,3.57,15,"Manufacturing","3000","Consumer Goods","Manufacturing"
"ADM HAMBURG AGDE2150039811IC","ADM HAMBURG AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",1541,3577,207,188947,136915,52032,378500,377238,377238,3453,1.6,4.48,1.98,-2.5,5.12,12.89,27.54,42.17,0.58,0.33,2.37,2.46,15,"Manufacturing","3000","Consumer Goods","Manufacturing"
"ADM HAMBURG AGDE2150039811IU","ADM HAMBURG AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","U2",1541,3577,207,172166,130954,41212,287422,286557,286557,NA,4.48,7.98,5.6,22.84,4.65,9.07,23.94,NA,0.56,0.27,2,3.61,15,"Manufacturing","3000","Consumer Goods","Manufacturing"
"ADM HAMBURG AGDE2150039811IU","ADM HAMBURG AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U2",1541,3577,207,177395,136183,41212,376620,374119,374119,0,1.97,4.75,2.85,11.63,6.01,12.89,23.23,NA,0.59,0.33,1.92,3.03,15,"Manufacturing","3000","Consumer Goods","Manufacturing"
"HAMBURGER GETREIDE-LAGERHAUS AGDE2150039872IC","HAMBURGER GETREIDE-LAGERHAUS AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C1",NA,8775,671,4994,4129,865,700,529,529,0,37.43,43,2.14,10.52,0.2,NA,17.32,404.51,0.85,0.85,0.32,1.61,NA,NA,"8000","Financials","Financials"
"HAMBURGER GETREIDE-LAGERHAUS AGDE2150039872IC","HAMBURGER GETREIDE-LAGERHAUS AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C1",NA,8775,671,4812,3936,876,869,528,528,0,15.65,20.02,0.52,1.26,0.26,NA,18.2,376.6,0.74,0.74,0.35,1.25,NA,NA,"8000","Financials","Financials"
"EUROKAI GMBH & CO. KGAADE2150055820IC","EUROKAI GMBH & CO. KGAA",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",6311,2777,449,841713,367157,474556,309085,260848,260848,88829,23.7,30.34,10.55,10.4,0.41,49.92,56.38,62.46,2.98,2.91,1.73,7.69,63,"Information & Communication","2000","Industrials","Information & Communication"
"EUROKAI GMBH & CO. KGAADE2150055820IC","EUROKAI GMBH & CO. KGAA",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",6311,2777,449,727765,324751,403014,210862,197209,197209,-20413,20.41,29.45,-2.8,-11.13,0.32,35.71,55.38,66.02,3.67,3.58,1.56,4.49,63,"Information & Communication","2000","Industrials","Information & Communication"
"EUROKAI GMBH & CO. KGAADE2150055820IU","EUROKAI GMBH & CO. KGAA",2019-12-31,2019,2020,"Active","Germany","Hamburg","U2",6311,2777,449,345103,2211,342892,9624,9483,9483,27884,-12.97,-12.97,8.97,8.13,0.03,NA,99.36,NA,NA,NA,257.04,-6.67,63,"Information & Communication","2000","Industrials","Information & Communication"
"EUROKAI GMBH & CO. KGAADE2150055820IU","EUROKAI GMBH & CO. KGAA",2020-12-31,2020,2020,"Active","Germany","Hamburg","U2",6311,2777,449,337822,3508,334314,11284,11240,11240,15806,-8.74,-8.74,4.77,4.73,0.03,NA,98.96,NA,45.79,45.79,226.81,-10.6,63,"Information & Communication","2000","Industrials","Information & Communication"
"JUNGHEINRICH AGDE2150423028IC","JUNGHEINRICH AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",6340,2753,478,5230917,3742653,1488264,4077935,4072994,4072994,176777,6.44,10.43,4.62,10.35,1.09,6.88,28.45,160.89,1.52,1.13,0.66,13.58,63,"Information & Communication","2000","Industrials","Information & Communication"
"JUNGHEINRICH AGDE2150423028IC","JUNGHEINRICH AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",6340,2753,478,5411413,3864884,1546529,3818540,3808674,3808674,150768,5.71,10.76,3.69,8.45,1.02,7.1,28.58,152.8,1.52,1.2,0.71,12.89,63,"Information & Communication","2000","Industrials","Information & Communication"
"JUNGHEINRICH AGDE2150423028IU","JUNGHEINRICH AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","U2",6340,2753,478,1632446,590341,1042105,220022,203506,203506,0,-66.15,-56.25,3.43,6.75,0.16,NA,63.84,35.63,4.46,4.46,2.84,-17.73,63,"Information & Communication","2000","Industrials","Information & Communication"
"JUNGHEINRICH AGDE2150423028IU","JUNGHEINRICH AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U2",6340,2753,478,1848059,762875,1085184,229901,199899,199899,0,-56.9,-46.62,3,6.48,0.16,NA,58.72,41.1,2.68,2.68,3.49,-17.01,63,"Information & Communication","2000","Industrials","Information & Communication"
"EDEL SE & CO. KGAADE2150524732IC","EDEL SE & CO. KGAA",2019-09-30,2019,2020,"Active","Germany","Hamburg","C2",2231,5553,365,159917,127633,32284,211561,209498,209498,2245,3.14,7.57,2.76,5.15,2.29,10.54,20.19,289.3,1.29,0.99,0.54,3.16,22,"Manufacturing","5000","Consumer Services","Manufacturing"
"EDEL SE & CO. KGAADE2150524732IC","EDEL SE & CO. KGAA",2020-09-30,2020,2020,"Active","Germany","Hamburg","C2",2231,5553,365,158162,125566,32596,215370,214101,214101,2707,4.46,8.85,4.52,7.78,2.18,12.76,20.61,276.61,1.51,1.23,0.49,4.8,22,"Manufacturing","5000","Consumer Services","Manufacturing"
"EDEL SE & CO. KGAADE2150524732IU","EDEL SE & CO. KGAA",2019-09-30,2019,2020,"Active","Germany","Hamburg","U2",2231,5553,365,83402,41855,41547,3862,3854,3854,0,NA,NA,3.94,42.91,0.07,NA,49.82,NA,1.08,NA,3.38,-1.14,22,"Manufacturing","5000","Consumer Services","Manufacturing"
"EDEL SE & CO. KGAADE2150524732IU","EDEL SE & CO. KGAA",2020-09-30,2020,2020,"Active","Germany","Hamburg","U2",2231,5553,365,81639,38919,42720,3714,3703,3703,0,NA,NA,5.68,7.76,0.06,NA,52.33,NA,1.87,NA,1.89,-1.22,22,"Manufacturing","5000","Consumer Services","Manufacturing"
"FIELMANN AGDE2150592381IC","FIELMANN AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C1",3340,5379,385,1366585,639935,726650,1539716,1520745,1520745,253806,16.51,24.88,18.57,23.7,1.44,9.7,53.17,47.55,1.8,1.26,2.1,66.6,33,"Manufacturing","5000","Consumer Services","Manufacturing"
"FIELMANN AGDE2150592381IC","FIELMANN AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C1",3340,5379,385,1669217,832859,836358,1453843,1428933,1428933,175477,12.38,23.27,10.51,13.92,1.11,9.88,50.1,57,1.45,1.04,1.75,47.52,33,"Manufacturing","5000","Consumer Services","Manufacturing"
"SPARTA AGDE2150636388IU","SPARTA AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","U1",6713,8777,609,100139,25260,74879,9861,7686,7686,0,78.51,78.54,0.36,0.47,0.11,NA,74.78,32.29,4.81,4.81,3.98,73.04,67,NA,"8000","Financials","Financials"
"SPARTA AGDE2150636388IU","SPARTA AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U1",6713,8777,609,127957,18509,109448,21759,11943,11943,0,78.15,78.16,14.11,14.49,0.19,NA,85.53,15.93,0.4,0.4,48.24,173.52,67,NA,"8000","Financials","Financials"
"ENCAVIS AGDE2150706273IC","ENCAVIS AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",6713,8777,679,2859938,2137225,722713,288662,273822,273822,29394,31.67,74.86,1.77,3.07,0.11,700.64,25.27,288.22,1.23,1.23,0.38,1.46,67,NA,"8000","Financials","Financials"
"ENCAVIS AGDE2150706273IC","ENCAVIS AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",6713,8777,679,2823844,2072283,751561,309616,292300,292300,18374,29.66,73.77,0.97,1.35,0.12,926.99,26.61,267.82,1.53,1.53,0.4,1.27,67,NA,"8000","Financials","Financials"
"ENCAVIS AGDE2150706273IU","ENCAVIS AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","U2",6713,8777,679,1061698,425535,636163,9278,6506,6506,0,NA,NA,0.93,1.55,0.01,NA,59.92,65.59,4.59,NA,1.57,-1.75,67,NA,"8000","Financials","Financials"
"ENCAVIS AGDE2150706273IU","ENCAVIS AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U2",6713,8777,679,1124910,468727,656183,16942,5552,5552,0,-53.05,-54.31,3.63,6.17,0.02,NA,58.33,70.06,4.07,NA,1.48,-0.78,67,NA,"8000","Financials","Financials"
"HAWESKO HOLDING AGDE2150814432IC","HAWESKO HOLDING AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",5225,5379,592,394930,284065,110865,580783,556011,556011,25359,5.01,8.71,6.42,14.27,2.29,4.8,28.07,142.91,1.4,0.54,0.77,6.16,52,"Transport & Storage","5000","Consumer Services","Transport & Storage"
"HAWESKO HOLDING AGDE2150814432IC","HAWESKO HOLDING AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",5225,5379,592,427699,310715,116984,637438,620273,620273,35806,6.62,10.3,8.37,20.36,2.47,5.87,27.35,131.66,1.32,0.68,0.83,5.66,52,"Transport & Storage","5000","Consumer Services","Transport & Storage"
"HAWESKO HOLDING AGDE2150814432IU","HAWESKO HOLDING AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","U2",5225,5379,592,229400,38816,190584,2280,NA,NA,0,NA,NA,12.44,10.54,0.01,NA,83.08,15.99,4.59,NA,10.57,-6.74,52,"Transport & Storage","5000","Consumer Services","Transport & Storage"
"HAWESKO HOLDING AGDE2150814432IU","HAWESKO HOLDING AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U2",5225,5379,592,234959,37099,197860,804,0,0,0,NA,NA,14.05,11.62,0,NA,84.21,14.17,5.34,NA,10.79,-26.09,52,"Transport & Storage","5000","Consumer Services","Transport & Storage"
"EVOTEC SEDE2150836879IC","EVOTEC SE",2019-12-31,2019,2020,"Active","Germany","Hamburg","C1",2442,4573,283,1180912,703883,477029,522935,446437,446437,37228,11.97,23.58,4.79,7.98,0.52,48.65,40.39,111.37,2.62,2.56,0.91,8.4,24,"Manufacturing","4000","Health Care","Manufacturing"
"EVOTEC SEDE2150836879IC","EVOTEC SE",2020-12-31,2020,2020,"Active","Germany","Hamburg","C1",2442,4573,283,1462895,740049,722846,573099,500924,500924,6252,8.47,21.61,1.76,0.86,0.46,42.19,49.41,75.67,3.16,3.1,1.36,5.73,24,"Manufacturing","4000","Health Care","Manufacturing"
"MUEHLHAN AGDE2150849174IC","MUEHLHAN AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",3511,2777,373,175370,103609,71761,301753,295269,295269,6323,5.19,9.21,5.99,8.81,2.83,48.91,40.92,59.45,1.52,1.43,2.07,7.51,35,"Manufacturing","2000","Industrials","Manufacturing"
"MUEHLHAN AGDE2150849174IC","MUEHLHAN AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",3511,2777,373,161596,92432,69164,263716,260382,260382,305,2.26,6.57,0.83,0.44,2.62,40.13,42.8,58.69,1.54,1.44,2.21,3.32,35,"Manufacturing","2000","Industrials","Manufacturing"
"MEDIOS AGDE2150868241IC","MEDIOS AG",2019-12-31,2019,2020,"Active","Germany","Berlin","C2",3220,5553,366,116567,34940,81627,517194,516805,516805,9760,2.76,3.14,12.2,11.96,5.89,32.22,70.03,11.31,2.77,2.21,13.06,73.54,32,"Manufacturing","5000","Consumer Services","Manufacturing"
"MEDIOS AGDE2150868241IC","MEDIOS AG",2020-12-31,2020,2020,"Active","Germany","Berlin","C2",3220,5553,366,194537,52112,142425,627011,626543,626543,6064,1.52,2.09,4.58,4.26,3.83,17.76,73.21,15.52,4.45,3.3,6.63,14.22,32,"Manufacturing","5000","Consumer Services","Manufacturing"
"MEDIOS AGDE2150868241IU","MEDIOS AG",2019-12-31,2019,2020,"Active","Germany","Berlin","U2",3220,5553,366,98854,9408,89446,5810,4864,4864,11435,NA,-15.23,16.6,17.72,0.06,NA,90.48,NA,22.94,NA,10.99,-2.76,32,"Manufacturing","5000","Consumer Services","Manufacturing"
"MEDIOS AGDE2150868241IU","MEDIOS AG",2020-12-31,2020,2020,"Active","Germany","Berlin","U2",3220,5553,366,158496,7596,150900,8156,8021,8021,6504,NA,-44.76,5.73,4.31,0.05,NA,95.21,2.62,8.08,NA,41.49,-5.88,32,"Manufacturing","5000","Consumer Services","Manufacturing"
"CASH MEDIEN AGDE2150890089IC","CASH MEDIEN AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",2213,5557,272,888,888,0,2356,2244,2244,-225,-8.57,-8.15,-25.34,NA,3.72,67.31,0,NA,0.96,0.82,0,-8.78,22,"Manufacturing","5000","Consumer Services","Manufacturing"
"CASH MEDIEN AGDE2150890089IC","CASH MEDIEN AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",2213,5557,272,882,1276,-394,2178,2116,2116,211,10.7,11.2,23.92,NA,3.29,70.26,-44.67,NA,1.92,1.78,-0.37,10.59,22,"Manufacturing","5000","Consumer Services","Manufacturing"
"CASH MEDIEN AGDE2150890089IU","CASH MEDIEN AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","U2",2213,5557,272,1345,1345,0,238,197,197,0,NA,NA,-17.62,NA,3.61,NA,0,NA,0.02,0.02,0,-10.87,22,"Manufacturing","5000","Consumer Services","Manufacturing"
"CASH MEDIEN AGDE2150890089IU","CASH MEDIEN AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U2",2213,5557,272,1188,1188,0,153,151,151,0,NA,NA,17.59,NA,1.96,NA,0,NA,0.07,0.07,0,-9.59,22,"Manufacturing","5000","Consumer Services","Manufacturing"
"MPC CAPITAL AGDE2150892781IC","MPC CAPITAL AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",6713,8771,679,139623,40655,98968,50295,46846,46846,-323,-14.65,-10.2,0.61,-2.24,0.41,NA,70.88,24.07,3.37,3.37,4.21,-8.55,67,NA,"8000","Financials","Financials"
"MPC CAPITAL AGDE2150892781IC","MPC CAPITAL AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",6713,8771,679,126598,30329,96269,55326,50489,50489,-147,-1.61,2.62,1,-0.89,0.47,NA,76.04,21.83,5.82,5.82,4.59,-4.44,67,NA,"8000","Financials","Financials"
"MPC CAPITAL AGDE2150892781IU","MPC CAPITAL AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","U2",6713,8771,679,126715,25135,101580,13785,8935,8935,0,3.99,-58.4,-1.27,-0.09,0.13,NA,80.16,3.77,1.77,NA,28.88,-71.49,67,NA,"8000","Financials","Financials"
"MPC CAPITAL AGDE2150892781IU","MPC CAPITAL AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U2",6713,8771,679,117784,20696,97088,9443,7648,7648,0,-54.88,-73.92,-3.63,-4.63,0.09,NA,82.43,3.04,1.81,NA,33.43,-10.24,67,NA,"8000","Financials","Financials"
"SINNERSCHRADER AGDE2150914489IC","SINNERSCHRADER AG",2019-08-31,2019,2020,"Active at the time of delisting","Germany","Hamburg","C2",7260,9533,737,30641,11763,18878,66029,65064,65064,4414,10.01,11.69,21.61,23.38,3.48,NA,61.61,NA,1.88,NA,192.63,NA,72,"Professional, Scientific & Technical","9000","Technology","Professional, Scientific & Technical"
"SINNERSCHRADER AGDE2150914489IU","SINNERSCHRADER AG",2019-08-31,2019,2020,"Active at the time of delisting","Germany","Hamburg","U2",7260,9533,737,46642,6383,40259,8781,8290,8290,0,69.8,-5.89,13.13,0,0.21,NA,86.31,NA,2.26,NA,34.98,-79.31,72,"Professional, Scientific & Technical","9000","Technology","Professional, Scientific & Technical"
"GXP GERMAN PROPERTIES AGDE2150918982IC","GXP GERMAN PROPERTIES AG",2019-12-31,2019,2020,"Active","Germany","Berlin","C2",6713,8771,609,186964,112034,74930,14863,13525,13525,6486,51.54,52.63,4.21,7.12,0.08,NA,40.08,144.98,1.01,1.01,0.71,2.23,67,NA,"8000","Financials","Financials"
"GXP GERMAN PROPERTIES AGDE2150918982IC","GXP GERMAN PROPERTIES AG",2020-12-31,2020,2020,"Active","Germany","Berlin","C2",6713,8771,609,194108,114691,79417,15358,14457,14457,4487,56.02,56.26,2.83,5.48,0.12,NA,40.91,140.5,0.24,0.24,1.52,2.9,67,NA,"8000","Financials","Financials"
"GXP GERMAN PROPERTIES AGDE2150918982IU","GXP GERMAN PROPERTIES AG",2019-12-31,2019,2020,"Active","Germany","Berlin","U2",6713,8771,609,72915,6130,66785,4488,141,141,0,77.83,78.07,5.81,6.34,0.06,3.89,91.59,NA,24,16.36,11.17,24.95,67,NA,"8000","Financials","Financials"
"GXP GERMAN PROPERTIES AGDE2150918982IU","GXP GERMAN PROPERTIES AG",2020-12-31,2020,2020,"Active","Germany","Berlin","U2",6713,8771,609,78286,7582,70704,1495,269,269,0,-36.25,-35.65,5.07,5.54,0.02,2.93,90.31,NA,5.63,4.43,9.88,-2.71,67,NA,"8000","Financials","Financials"
"LLOYD FONDS AGDE2150931955IC","LLOYD FONDS AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",6720,8775,672,104838,63619,41219,9819,8223,8223,-11782,NA,-91.86,-4.84,-0.23,0.11,NA,39.32,118.33,1.43,1.43,0.85,-8,67,NA,"8000","Financials","Financials"
"LLOYD FONDS AGDE2150931955IC","LLOYD FONDS AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",6720,8775,672,113677,70949,42728,28211,27739,27739,1851,12.17,25.46,-2.6,2.37,0.32,NA,37.59,106.47,1.14,1.14,0.94,0.46,67,NA,"8000","Financials","Financials"
"LLOYD FONDS AGDE2150931955IU","LLOYD FONDS AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","U2",6720,8775,672,61641,33025,28616,3753,996,996,-6243,NA,NA,-10.12,-21.82,0.07,NA,46.42,NA,1.35,NA,1.24,-53.34,67,NA,"8000","Financials","Financials"
"LLOYD FONDS AGDE2150931955IU","LLOYD FONDS AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U2",6720,8775,672,85285,53465,31820,3523,1471,1471,0,NA,NA,3.59,8.17,0.05,NA,37.31,NA,1.18,NA,0.95,-6.65,67,NA,"8000","Financials","Financials"
"KREMLIN AGDE2150962623IC","KREMLIN AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C1",6713,8775,679,137,42,95,38,0,0,37,-55.26,-52.63,81.02,116.84,0.36,NA,69.34,NA,0.2,NA,7.92,-21,67,NA,"8000","Financials","Financials"
"NETFONDS AGDE2150962850IC","NETFONDS AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",6720,8771,641,56261,45543,10718,114384,113279,113279,-396,0.57,2.55,0.56,-2.68,4.67,7.57,19.05,218.89,1.36,0.89,0.78,0.65,67,NA,"8000","Financials","Financials"
"NETFONDS AGDE2150962850IC","NETFONDS AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",6720,8771,641,75372,61476,13896,145970,143297,143297,30,1.24,2.86,0.8,-0.11,3.23,11.93,18.44,241.39,1.88,1.47,0.44,1.7,67,NA,"8000","Financials","Financials"
"NETFONDS AGDE2150962850IU","NETFONDS AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","U2",6720,8771,641,30513,18209,12304,49841,48732,48732,0,0.03,1.67,0.95,2.17,2.86,NA,40.32,NA,0.91,NA,2.39,0.07,67,NA,"8000","Financials","Financials"
"NETFONDS AGDE2150962850IU","NETFONDS AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U2",6720,8771,641,34683,18377,16306,55939,55306,55306,0,-1.62,-0.34,1.9,5.53,2.75,NA,47.01,NA,0.95,NA,4.08,-3.1,67,NA,"8000","Financials","Financials"
"DEUTSCHE EUROSHOP AGDE2150989899IC","DEUTSCHE EUROSHOP AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C1",6720,8733,679,4558605,2309032,2249573,227261,225941,225941,112091,86.96,87.04,0.94,4.98,0.05,NA,49.35,101.21,1.53,1.53,1.02,4.01,67,NA,"8000","Financials","Financials"
"DEUTSCHE EUROSHOP AGDE2150989899IC","DEUTSCHE EUROSHOP AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C1",6720,8733,679,4237381,2234135,2003246,225580,224104,224104,-251717,84.81,84.87,-7.14,-12.57,0.06,NA,47.28,110.06,1.44,NA,0.99,4.38,67,NA,"8000","Financials","Financials"
"TAG IMMOBILIEN AGDE2151001735IC","TAG IMMOBILIEN AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",7031,8733,653,5646970,3252734,2394236,498811,494060,498446,456374,42.27,43.63,9.69,18.64,0.09,8.51,42.4,129.53,1.31,1.09,0.8,4.22,70,"Professional, Scientific & Technical","8000","Financials","Professional, Scientific & Technical"
"TAG IMMOBILIEN AGDE2151001735IC","TAG IMMOBILIEN AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",7031,8733,653,6477985,3796457,2681528,679381,676606,681183,402621,37.51,38.57,7.35,14.68,0.11,6.65,41.39,134.65,1.92,1.55,0.76,4.86,70,"Professional, Scientific & Technical","8000","Financials","Professional, Scientific & Technical"
"TAG IMMOBILIEN AGDE2151001735IU","TAG IMMOBILIEN AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","U2",7031,8733,653,2095617,1064441,1031176,44251,42930,42930,0,NA,-25.77,3.24,6.44,0.03,365.71,49.21,65.61,3.84,3.84,1.52,-1.42,70,"Professional, Scientific & Technical","8000","Financials","Professional, Scientific & Technical"
"TAG IMMOBILIEN AGDE2151001735IU","TAG IMMOBILIEN AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U2",7031,8733,653,2687559,1742911,944648,86502,45225,45225,0,45.85,-32.75,1.72,3.7,0.04,617.87,35.15,130.09,4.06,4.06,0.77,-2.37,70,"Professional, Scientific & Technical","8000","Financials","Professional, Scientific & Technical"
"FALKENSTEIN NEBENWERTE AGDE2151011323IU","FALKENSTEIN NEBENWERTE AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","U1",6712,8775,621,1769,99,1670,426,388,388,0,80.75,81.69,13.4,14.13,0.24,NA,94.4,NA,NA,NA,17.96,NA,67,NA,"8000","Financials","Financials"
"FALKENSTEIN NEBENWERTE AGDE2151011323IU","FALKENSTEIN NEBENWERTE AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","U1",6712,8775,621,2628,976,1652,181,55,55,0,-32.6,-29.83,-0.57,-1.03,0.07,NA,62.86,55.33,42.24,NA,1.81,-19.67,67,NA,"8000","Financials","Financials"
"GODEWIND IMMOBILIEN AGDE2151048264IC","GODEWIND IMMOBILIEN AG",2019-12-31,2019,2020,"Active at the time of delisting","Germany","Frankfurt","C1",7031,8733,653,1132443,549512,582931,40909,40766,40766,187762,28.44,30.42,19.07,31.91,0.04,NA,51.48,92.36,2.52,2.52,1.08,1.16,70,"Professional, Scientific & Technical","8000","Financials","Professional, Scientific & Technical"
"ELBSTEIN AGDE2151048839IC","ELBSTEIN AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C1",6720,4573,679,27565,2962,24603,408,408,408,0,-46.57,-46.57,2.75,3.08,0.02,NA,89.25,NA,2.58,NA,21.06,-7.6,67,NA,"4000","Health Care","Health Care"
"ELBSTEIN AGDE2151048839IC","ELBSTEIN AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C1",6720,4573,679,43501,1771,41730,3520,3520,3520,0,76.48,76.48,6.51,6.78,0.08,NA,95.93,NA,43.56,NA,33.93,74.78,67,NA,"4000","Health Care","Health Care"
"NEW WORK SEDE2151150946IC","NEW WORK SE",2019-12-31,2019,2020,"Active","Germany","Hamburg","C1",6420,9535,737,309655,208121,101534,275417,269549,269549,52131,17.81,31.81,16.84,33.9,1.83,NA,32.79,NA,0.6,0.6,2.07,30.23,64,"Financial & Insurance","9000","Technology","Financial & Insurance"
"NEW WORK SEDE2151150946IC","NEW WORK SE",2020-12-31,2020,2020,"Active","Germany","Hamburg","C1",6420,9535,737,340954,227943,113011,278184,276524,276524,40836,12.73,32.88,11.98,23.11,1.42,NA,33.15,NA,0.66,0.66,1.36,37.59,64,"Financial & Insurance","9000","Technology","Financial & Insurance"
"HAPAG-LLOYD AGDE2151180573IC","HAPAG-LLOYD AG",2019-12-31,2019,2020,"Active","Germany","Hamburg","C2",6110,2773,442,16200400,9579800,6620600,12650700,12607900,12607900,373400,6.05,15.33,2.57,5.47,1.04,50.91,40.87,95.68,0.6,0.54,1.19,1.77,61,"Information & Communication","2000","Industrials","Information & Communication"
"HAPAG-LLOYD AGDE2151180573IC","HAPAG-LLOYD AG",2020-12-31,2020,2020,"Active","Germany","Hamburg","C2",6110,2773,442,15184300,8461600,6722700,12804900,12772400,12772400,935400,10.05,20.87,6.46,13.79,1.12,74.32,44.27,76.87,0.67,0.63,1.44,3.7,61,"Information & Communication","2000","Industrials","Information & Communication"
